sample_id,tier,split,overlap_level,overlap_ratio,con_source,pro_source,mixed_path,spk1_path,spk2_path,reference_path,mixed_duration_sec,sample_rate,reference_status,silver_reference_path,placeholder_reference_path,overlap_level_numeric
SyntheticLightOverlap_test_09,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1947,con_008.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_09_silver_reference.json,3.9017,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_09.json,1
SyntheticLightOverlap_test_10,SyntheticLightOverlap,test,SyntheticLightOverlap,0.2,con_009.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_10_silver_reference.json,4.3709,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_10.json,1
SyntheticMidOverlap_dev_01,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3,con_001.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_01_silver_reference.json,5.9391,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_01.json,2
SyntheticMidOverlap_dev_02,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3079,con_002.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_02_silver_reference.json,4.7069,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_02.json,2
SyntheticMidOverlap_dev_03,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3158,con_003.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_03_silver_reference.json,3.6221,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_03.json,2
SyntheticMidOverlap_dev_04,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3237,con_004.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_04_silver_reference.json,3.8631,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_04.json,2
SyntheticMidOverlap_dev_05,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3316,con_005.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_05_silver_reference.json,4.7019,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_05.json,2
SyntheticMidOverlap_dev_06,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3395,con_006.wav,pro_011.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_06_silver_reference.json,4.4289,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_06.json,2
SyntheticMidOverlap_dev_07,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3474,con_007.wav,pro_013.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_07_silver_reference.json,3.0834,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_07.json,2
SyntheticMidOverlap_dev_08,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3553,con_008.wav,pro_015.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_08_silver_reference.json,2.4244,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_08.json,2
SyntheticMidOverlap_dev_09,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3632,con_009.wav,pro_002.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_09_silver_reference.json,2.2131,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_09.json,2
SyntheticMidOverlap_dev_10,SyntheticMidOverlap,dev,SyntheticMidOverlap,0.3711,con_010.wav,pro_004.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_10_silver_reference.json,5.9725,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_10.json,2
SyntheticMidOverlap_test_01,SyntheticMidOverlap,test,SyntheticMidOverlap,0.3789,con_011.wav,pro_006.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_01_silver_reference.json,4.8884,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_01.json,2
SyntheticMidOverlap_test_02,SyntheticMidOverlap,test,SyntheticMidOverlap,0.3868,con_001.wav,pro_008.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_02_silver_reference.json,5.3567,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_02.json,2
SyntheticMidOverlap_test_03,SyntheticMidOverlap,test,SyntheticMidOverlap,0.3947,con_002.wav,pro_010.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_03_silver_reference.json,4.7749,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_03.json,2
SyntheticMidOverlap_test_04,SyntheticMidOverlap,test,SyntheticMidOverlap,0.4026,con_003.wav,pro_012.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_04_silver_reference.json,3.2014,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_04.json,2
SyntheticMidOverlap_test_05,SyntheticMidOverlap,test,SyntheticMidOverlap,0.4105,con_004.wav,pro_014.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_05_silver_reference.json,2.9152,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_05.json,2
SyntheticMidOverlap_test_06,SyntheticMidOverlap,test,SyntheticMidOverlap,0.4184,con_005.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_06_silver_reference.json,4.3444,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_06.json,2
SyntheticMidOverlap_test_07,SyntheticMidOverlap,test,SyntheticMidOverlap,0.4263,con_006.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_07_silver_reference.json,3.8154,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_07.json,2
SyntheticMidOverlap_test_08,SyntheticMidOverlap,test,SyntheticMidOverlap,0.4342,con_007.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_08_silver_reference.json,3.2044,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_08.json,2
SyntheticMidOverlap_test_09,SyntheticMidOverlap,test,SyntheticMidOverlap,0.4421,con_008.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_09_silver_reference.json,3.4957,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_09.json,2
SyntheticMidOverlap_test_10,SyntheticMidOverlap,test,SyntheticMidOverlap,0.45,con_009.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_10_silver_reference.json,4.0246,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_10.json,2
SyntheticHeavyOverlap_dev_01,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5,con_001.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_01_silver_reference.json,5.3207,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_01.json,3
SyntheticHeavyOverlap_dev_02,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5105,con_002.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_02_silver_reference.json,4.1842,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_02.json,3
SyntheticHeavyOverlap_dev_03,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5211,con_003.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_03_silver_reference.json,3.2326,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_03.json,3
SyntheticHeavyOverlap_dev_04,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5316,con_004.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_04_silver_reference.json,3.4687,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_04.json,3
SyntheticHeavyOverlap_dev_05,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5421,con_005.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_05_silver_reference.json,4.2487,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_05.json,3
SyntheticHeavyOverlap_dev_06,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5526,con_006.wav,pro_011.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_06_silver_reference.json,3.9701,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_06.json,3
SyntheticHeavyOverlap_dev_07,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5632,con_007.wav,pro_013.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_07_silver_reference.json,2.7477,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_07.json,3
SyntheticHeavyOverlap_dev_08,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5737,con_008.wav,pro_015.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_08_silver_reference.json,2.1591,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_08.json,3
SyntheticHeavyOverlap_dev_09,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5842,con_009.wav,pro_002.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_09_silver_reference.json,1.9259,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_09.json,3
SyntheticHeavyOverlap_dev_10,SyntheticHeavyOverlap,dev,SyntheticHeavyOverlap,0.5947,con_010.wav,pro_004.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_10_silver_reference.json,5.4338,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_10.json,3
SyntheticHeavyOverlap_test_01,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6053,con_011.wav,pro_006.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_01_silver_reference.json,4.4203,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_01.json,3
SyntheticHeavyOverlap_test_02,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6158,con_001.wav,pro_008.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_02_silver_reference.json,4.7659,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_02.json,3
SyntheticHeavyOverlap_test_03,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6263,con_002.wav,pro_010.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_03_silver_reference.json,4.0984,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_03.json,3
SyntheticHeavyOverlap_test_04,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6368,con_003.wav,pro_012.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_04_silver_reference.json,2.7571,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_04.json,3
SyntheticHeavyOverlap_test_05,SyntheticHeavyOverlap,test,SyntheticHeavyOverlap,0.6474,con_004.wav,pro_014.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_05_silver_reference.json,2.5061,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_05.json,3
