bootstrap_id,threshold,n_in_bag,n_oob,n_oob_flagged_mixed,n_oob_separated,oob_cpwer
7369,0.01,77,27,18,9,1.012346
7370,0.01,77,30,19,11,1.1
7371,0.38,77,26,10,16,1.038462
7372,0.87,77,30,13,17,1.072222
7373,0.87,77,30,14,16,1.161111
7374,0.87,77,31,15,16,1.091398
7375,0.38,77,29,16,13,1.051724
7376,0.33,77,27,15,12,1.030864
7377,0.38,77,27,13,14,1.104938
7378,0.87,77,29,16,13,1.097701
7379,0.38,77,27,9,18,1.012346
7380,0.38,77,30,17,13,1.0
7381,0.38,77,24,13,11,1.083333
7382,0.38,77,29,15,14,1.068966
7383,0.38,77,28,16,12,1.071429
7384,0.38,77,30,17,13,1.016667
7385,0.87,77,31,13,18,1.102151
7386,0.33,77,28,14,14,1.035714
7387,0.95,77,30,10,20,1.116667
7388,0.38,77,30,15,15,1.05
7389,0.38,77,22,9,13,1.106061
7390,0.87,77,28,8,20,1.10119
7391,0.01,77,29,16,13,1.12069
7392,0.38,77,33,17,16,1.030303
7393,0.87,77,27,10,17,1.04321
7394,0.38,77,26,11,15,1.057692
7395,0.38,77,22,14,8,1.083333
7396,0.38,77,30,13,17,1.066667
7397,0.84,77,28,13,15,1.083333
7398,0.38,77,28,13,15,1.071429
7399,0.95,77,26,9,17,1.24359
7400,0.95,77,31,10,21,1.145161
7401,0.87,77,27,14,13,1.080247
7402,0.33,77,29,17,12,1.017241
7403,0.38,77,28,13,15,1.053571
7404,0.38,77,31,16,15,1.048387
7405,0.38,77,25,12,13,1.053333
7406,0.38,77,27,16,11,1.074074
7407,0.38,77,27,15,12,1.012346
7408,0.38,77,28,14,14,1.10119
7409,0.38,77,27,14,13,1.037037
7410,0.38,77,24,12,12,1.0
7411,0.38,77,26,13,13,1.076923
7412,0.87,77,26,11,15,1.051282
7413,0.38,77,29,15,14,1.017241
7414,0.33,77,31,16,15,1.064516
7415,0.38,77,24,14,10,1.083333
7416,0.38,77,25,13,12,1.06
7417,0.38,77,25,13,12,1.073333
7418,0.33,77,28,16,12,1.0
7419,0.95,77,31,11,20,1.204301
7420,0.38,77,32,14,18,1.03125
7421,0.38,77,26,15,11,1.019231
7422,0.38,77,27,13,14,1.030864
7423,0.38,77,30,16,14,1.066667
7424,0.38,77,27,13,14,1.055556
7425,0.95,77,29,9,20,1.12069
7426,0.38,77,27,15,12,1.074074
7427,0.95,77,29,10,19,1.229885
7428,0.38,77,24,9,15,1.041667
7429,0.38,77,30,16,14,1.016667
7430,0.38,77,32,20,12,1.015625
7431,0.38,77,28,14,14,1.035714
7432,0.87,77,27,11,16,1.141975
7433,0.01,77,23,17,6,1.0
7434,0.38,77,23,12,11,1.021739
7435,0.38,77,30,13,17,1.094444
7436,0.87,77,29,10,19,1.057471
7437,0.38,77,30,22,8,1.044444
7438,0.38,77,27,12,15,1.037037
7439,0.95,77,37,7,30,1.184685
7440,0.38,77,30,19,11,1.016667
7441,0.38,77,28,16,12,1.047619
7442,0.38,77,26,15,11,1.012821
7443,0.87,77,25,7,18,1.04
7444,0.87,77,22,8,14,1.166667
7445,0.87,77,29,6,23,1.166667
7446,0.87,77,28,9,19,1.220238
7447,0.87,77,34,15,19,1.127451
7448,0.01,77,27,17,10,1.141975
7449,0.38,77,24,12,12,1.097222
7450,0.38,77,26,13,13,1.038462
7451,0.38,77,25,13,12,1.0
7452,0.38,77,27,16,11,1.08642
7453,0.87,77,25,12,13,1.053333
7454,0.95,77,24,4,20,1.180556
7455,0.38,77,28,13,15,1.035714
7456,0.38,77,27,15,12,1.0
7457,0.87,77,31,15,16,1.112903
7458,0.38,77,27,14,13,1.018519
7459,0.87,77,32,13,19,1.036458
7460,0.38,77,24,15,9,1.013889
7461,0.38,77,24,15,9,1.0625
7462,0.38,77,30,17,13,1.05
7463,0.95,77,31,11,20,1.16129
7464,0.38,77,29,13,16,1.0
7465,0.38,77,26,14,12,1.089744
7466,0.38,77,32,15,17,1.03125
7467,0.38,77,27,15,12,1.055556
7468,0.38,77,24,15,9,1.013889
7469,0.38,77,26,12,14,1.051282
7470,0.38,77,29,13,16,1.063218
7471,0.38,77,29,16,13,1.063218
7472,0.87,77,27,13,14,1.061728
7473,0.38,77,28,15,13,1.053571
7474,0.01,77,26,17,9,1.128205
7475,0.38,77,28,15,13,1.029762
7476,0.95,77,27,11,16,1.141975
7477,0.87,77,32,10,22,1.088542
7478,0.38,77,27,15,12,1.074074
7479,0.95,77,29,8,21,1.201149
7480,0.38,77,26,10,16,1.057692
7481,0.38,77,32,14,18,1.03125
7482,0.38,77,31,17,14,1.016129
7483,0.87,77,25,8,17,1.2
7484,0.01,77,28,15,13,1.107143
7485,0.01,77,26,15,11,1.147436
7486,0.38,77,28,16,12,1.0
7487,0.95,77,28,13,15,1.125
7488,0.38,77,30,16,14,1.027778
7489,0.95,77,31,15,16,1.123656
7490,0.87,77,30,8,22,1.077778
7491,0.38,77,31,15,16,1.091398
7492,0.38,77,32,17,15,1.0625
7493,0.38,77,26,13,13,1.076923
7494,0.38,77,31,16,15,1.026882
7495,0.38,77,31,19,12,1.075269
7496,0.38,77,29,16,13,1.034483
7497,0.87,77,26,11,15,1.160256
7498,0.01,77,28,19,9,1.035714
7499,0.38,77,28,13,15,1.047619
7500,0.38,77,32,14,18,1.09375
7501,0.87,77,27,7,20,1.141975
7502,0.38,77,29,13,16,1.045977
7503,0.87,77,28,11,17,1.130952
7504,0.33,77,31,17,14,1.064516
7505,0.87,77,29,10,19,1.063218
7506,0.01,77,26,13,13,1.166667
7507,0.38,77,28,11,17,1.035714
7508,0.38,77,30,16,14,1.061111
7509,0.38,77,21,9,12,1.02381
7510,0.38,77,25,12,13,1.073333
7511,0.38,77,22,13,9,1.0
7512,0.38,77,29,15,14,1.068966
7513,0.87,77,25,8,17,1.126667
7514,0.38,77,28,13,15,1.089286
7515,0.38,77,30,14,16,1.094444
7516,0.38,77,27,10,17,1.0
7517,0.38,77,29,17,12,1.063218
7518,0.95,77,26,11,15,1.205128
7519,0.38,77,28,16,12,1.053571
7520,0.38,77,26,14,12,1.0
7521,0.38,77,30,16,14,1.0
7522,0.38,77,24,11,13,1.0
7523,0.95,77,30,9,21,1.172222
7524,0.87,77,27,12,15,1.080247
7525,0.87,77,22,8,14,1.037879
7526,0.87,77,25,11,14,1.186667
7527,0.87,77,30,13,17,1.044444
7528,0.95,77,30,12,18,1.161111
7529,0.38,77,27,12,15,1.037037
7530,0.33,77,31,17,14,1.043011
7531,0.38,77,25,10,15,1.02
7532,0.38,77,24,13,11,1.020833
7533,0.01,77,30,21,9,1.116667
7534,0.95,77,30,15,15,1.161111
7535,0.01,77,27,17,10,1.0
7536,0.38,77,23,10,13,1.0
7537,0.38,77,26,14,12,1.019231
7538,0.38,77,31,16,15,1.043011
7539,0.87,77,27,11,16,1.067901
7540,0.38,77,32,14,18,1.041667
7541,0.38,77,24,14,10,1.041667
7542,0.38,77,30,15,15,1.1
7543,0.38,77,30,14,16,1.066667
7544,0.38,77,23,15,8,1.014493
7545,0.38,77,23,12,11,1.043478
7546,0.38,77,23,9,14,1.108696
7547,0.38,77,29,19,10,1.011494
7548,0.01,77,28,16,12,1.107143
7549,0.38,77,28,10,18,1.053571
7550,0.38,77,28,12,16,1.065476
7551,0.01,77,31,20,11,1.010753
7552,0.38,77,30,15,15,1.033333
7553,0.38,77,28,18,10,1.011905
7554,0.38,77,31,16,15,1.05914
7555,0.38,77,25,12,13,1.08
7556,0.38,77,29,16,13,1.103448
7557,0.95,77,27,10,17,1.197531
7558,0.87,77,31,8,23,1.139785
7559,0.38,77,25,12,13,1.1
7560,0.38,77,30,18,12,1.066667
7561,0.87,77,29,11,18,1.126437
7562,0.38,77,28,13,15,1.0
7563,0.38,77,30,13,17,1.027778
7564,0.38,77,22,14,8,1.045455
7565,0.87,77,26,11,15,1.038462
7566,0.33,77,28,16,12,1.065476
7567,0.01,77,29,17,12,1.12069
7568,0.87,77,27,15,12,1.123457
7569,0.95,77,26,8,18,1.185897
7570,0.38,77,30,13,17,1.027778
7571,0.01,77,31,17,14,1.129032
7572,0.38,77,26,16,10,1.0
7573,0.38,77,34,13,21,1.073529
7574,0.38,77,27,13,14,1.018519
7575,0.38,77,24,16,8,1.083333
7576,0.38,77,27,20,7,1.018519
7577,0.38,77,29,14,15,1.034483
7578,0.33,77,23,12,11,1.0
7579,0.33,77,31,19,12,1.016129
7580,0.38,77,29,11,18,1.011494
7581,0.38,77,29,15,14,1.034483
7582,0.33,77,29,14,15,1.034483
7583,0.87,77,29,11,18,1.126437
7584,0.38,77,27,17,10,1.092593
7585,0.38,77,27,17,10,1.030864
7586,0.95,77,27,5,22,1.04321
7587,0.33,77,28,13,15,1.071429
7588,0.38,77,29,16,13,1.017241
7589,0.38,77,25,9,16,1.04
7590,0.01,77,33,20,13,1.040404
7591,0.01,77,30,18,12,1.027778
7592,0.95,77,26,8,18,1.134615
7593,0.38,77,23,9,14,1.036232
7594,0.38,77,26,15,11,1.076923
7595,0.95,77,29,11,18,1.224138
7596,0.87,77,30,9,21,1.116667
7597,0.33,77,28,13,15,1.089286
7598,0.87,77,28,8,20,1.107143
7599,0.95,77,28,9,19,1.125
7600,0.38,77,26,13,13,1.051282
7601,0.38,77,27,10,17,1.037037
7602,0.38,77,29,12,17,1.028736
7603,0.01,77,27,18,9,1.141975
7604,0.38,77,28,15,13,1.047619
7605,0.38,77,28,15,13,1.10119
7606,0.38,77,29,13,16,1.051724
7607,0.38,77,23,14,9,1.036232
7608,0.38,77,27,16,11,1.0
7609,0.01,77,25,15,10,1.0
7610,0.84,77,28,8,20,1.077381
7611,0.38,77,25,14,11,1.0
7612,0.95,77,20,5,15,1.183333
7613,0.95,77,29,9,20,1.195402
7614,0.38,77,30,13,17,1.0
7615,0.84,77,27,10,17,1.037037
7616,0.38,77,27,14,13,1.012346
7617,0.38,77,25,11,14,1.06
7618,0.38,77,27,9,18,1.055556
7619,0.38,77,31,16,15,1.0
7620,0.38,77,28,14,14,1.035714
7621,0.95,77,26,11,15,1.128205
7622,0.38,77,24,14,10,1.118056
7623,0.84,77,28,15,13,1.059524
7624,0.38,77,28,11,17,1.035714
7625,0.38,77,28,14,14,1.071429
7626,0.95,77,28,10,18,1.184524
7627,0.87,77,32,9,23,1.057292
7628,0.87,77,31,14,17,1.069892
7629,0.38,77,29,14,15,1.0
7630,0.95,77,30,11,19,1.183333
7631,0.38,77,29,16,13,1.097701
7632,0.95,77,27,10,17,1.166667
7633,0.87,77,26,6,20,1.096154
7634,0.38,77,26,14,12,1.051282
7635,0.87,77,26,13,13,1.038462
7636,0.38,77,23,13,10,1.043478
7637,0.87,77,24,11,13,1.0625
7638,0.95,77,33,14,19,1.217172
7639,0.87,77,30,10,20,1.15
7640,0.38,77,25,9,16,1.08
7641,0.87,77,31,11,20,1.16129
7642,0.01,77,27,14,13,1.111111
7643,0.95,77,29,10,19,1.091954
7644,0.38,77,29,16,13,1.0
7645,0.38,77,29,13,16,1.0
7646,0.38,77,28,11,17,1.035714
7647,0.38,77,32,16,16,1.041667
7648,0.38,77,28,14,14,1.053571
7649,0.38,77,27,13,14,1.055556
7650,0.38,77,28,14,14,1.035714
7651,0.38,77,33,18,15,1.055556
7652,0.01,77,26,17,9,1.019231
7653,0.38,77,22,12,10,1.060606
7654,0.38,77,30,15,15,1.016667
7655,0.38,77,25,11,14,1.02
7656,0.38,77,28,14,14,1.0
7657,0.38,77,27,15,12,1.018519
7658,0.33,77,33,18,15,1.030303
7659,0.38,77,28,18,10,1.0
7660,0.38,77,30,13,17,1.0
7661,0.87,77,29,11,18,1.097701
7662,0.01,77,31,20,11,1.112903
7663,0.38,77,29,17,12,1.028736
7664,0.38,77,31,14,17,1.075269
7665,0.38,77,27,15,12,1.037037
7666,0.38,77,28,9,19,1.083333
7667,0.95,77,29,9,20,1.114943
7668,0.87,77,26,11,15,1.115385
7669,0.38,77,27,13,14,1.067901
7670,0.87,77,28,10,18,1.130952
7671,0.33,77,28,19,9,1.053571
7672,0.38,77,27,13,14,1.037037
7673,0.87,77,26,11,15,1.044872
7674,0.01,77,26,15,11,1.128205
7675,0.38,77,24,10,14,1.0625
7676,0.38,77,24,13,11,1.034722
7677,0.33,77,28,15,13,1.011905
7678,0.38,77,26,9,17,1.057692
7679,0.38,77,30,14,16,1.077778
7680,0.38,77,29,16,13,1.045977
7681,0.38,77,29,14,15,1.034483
7682,0.01,77,25,16,9,1.12
7683,0.38,77,31,12,19,1.026882
7684,0.95,77,30,12,18,1.194444
7685,0.38,77,27,13,14,1.055556
7686,0.87,77,30,11,19,1.216667
7687,0.38,77,26,12,14,1.076923
7688,0.38,77,28,12,16,1.047619
7689,0.01,77,31,18,13,1.123656
7690,0.38,77,25,14,11,1.02
7691,0.38,77,28,15,13,1.017857
7692,0.87,77,25,8,17,1.093333
7693,0.38,77,28,13,15,1.029762
7694,0.38,77,32,18,14,1.057292
7695,0.38,77,29,14,15,1.051724
7696,0.01,77,28,16,12,1.029762
7697,0.84,77,32,14,18,1.026042
7698,0.38,77,30,15,15,1.011111
7699,0.87,77,30,9,21,1.094444
7700,0.33,77,30,17,13,1.05
7701,0.87,77,29,8,21,1.045977
7702,0.87,77,28,10,18,1.083333
7703,0.95,77,26,11,15,1.108974
7704,0.95,77,37,15,22,1.157658
7705,0.38,77,23,12,11,1.043478
7706,0.38,77,30,12,18,1.0
7707,0.38,77,25,14,11,1.053333
7708,0.38,77,31,17,14,1.05914
7709,0.38,77,30,13,17,1.044444
7710,0.38,77,31,20,11,1.043011
7711,0.01,77,27,22,5,1.012346
7712,0.38,77,24,12,12,1.034722
7713,0.38,77,29,11,18,1.045977
7714,0.38,77,30,13,17,1.083333
7715,0.33,77,32,18,14,1.03125
7716,0.38,77,29,15,14,1.0
7717,0.87,77,29,11,18,1.12069
7718,0.38,77,31,17,14,1.091398
7719,0.38,77,27,14,13,1.030864
7720,0.38,77,29,13,16,1.068966
7721,0.38,77,27,18,9,1.067901
7722,0.38,77,29,15,14,1.051724
7723,0.38,77,28,13,15,1.065476
7724,0.01,77,33,20,13,1.090909
7725,0.38,77,31,14,17,1.091398
7726,0.87,77,32,9,23,1.072917
7727,0.38,77,30,16,14,1.066667
7728,0.95,77,30,12,18,1.088889
7729,0.87,77,32,8,24,1.171875
7730,0.38,77,27,16,11,1.08642
7731,0.38,77,28,14,14,1.0
7732,0.33,77,26,15,11,1.038462
7733,0.38,77,28,12,16,1.047619
7734,0.87,77,24,7,17,1.111111
7735,0.38,77,28,9,19,1.047619
7736,0.87,77,29,9,20,1.068966
7737,0.87,77,29,8,21,1.045977
7738,0.38,77,27,13,14,1.037037
7739,0.01,77,25,17,8,1.02
7740,0.87,77,27,10,17,1.197531
7741,0.87,77,32,10,22,1.135417
7742,0.38,77,30,13,17,1.061111
7743,0.87,77,30,13,17,1.077778
7744,0.87,77,26,11,15,1.153846
7745,0.01,77,25,12,13,1.14
7746,0.33,77,33,13,20,1.040404
7747,0.38,77,30,15,15,1.011111
7748,0.38,77,31,16,15,1.0
7749,0.38,77,29,14,15,1.034483
7750,0.38,77,27,16,11,1.0
7751,0.95,77,27,10,17,1.216049
7752,0.01,77,29,15,14,1.103448
7753,0.38,77,31,21,10,1.016129
7754,0.38,77,30,19,11,1.066667
7755,0.87,77,26,10,16,1.185897
7756,0.38,77,27,14,13,1.018519
7757,0.38,77,33,18,15,1.015152
7758,0.33,77,20,10,10,1.05
7759,0.38,77,28,16,12,1.029762
7760,0.38,77,30,15,15,1.044444
7761,0.87,77,25,8,17,1.133333
7762,0.01,77,27,17,10,1.12963
7763,0.95,77,28,11,17,1.244048
7764,0.38,77,28,16,12,1.065476
7765,0.38,77,31,14,17,1.080645
7766,0.38,77,29,13,16,1.051724
7767,0.87,77,31,8,23,1.177419
7768,0.38,77,34,20,14,1.058824
7769,0.33,77,29,16,13,1.028736
7770,0.38,77,32,20,12,1.046875
7771,0.38,77,27,17,10,1.049383
7772,0.38,77,28,11,17,1.0
7773,0.38,77,28,11,17,1.089286
7774,0.38,77,27,15,12,1.018519
7775,0.01,77,28,16,12,1.029762
7776,0.33,77,26,15,11,1.057692
7777,0.38,77,28,17,11,1.065476
7778,0.38,77,29,11,18,1.0
7779,0.95,77,25,8,17,1.3
7780,0.38,77,26,10,16,1.019231
7781,0.87,77,24,9,15,1.083333
7782,0.38,77,28,12,16,1.071429
7783,0.87,77,27,8,19,1.104938
7784,0.38,77,29,14,15,1.068966
7785,0.95,77,32,15,17,1.15625
7786,0.33,77,29,15,14,1.011494
7787,0.38,77,25,10,15,1.02
7788,0.01,77,27,16,11,1.030864
7789,0.38,77,32,19,13,1.010417
7790,0.95,77,34,11,23,1.156863
7791,0.38,77,30,18,12,1.05
7792,0.38,77,27,12,15,1.0
7793,0.33,77,30,18,12,1.016667
7794,0.95,77,30,9,21,1.227778
7795,0.38,77,24,9,15,1.041667
7796,0.38,77,36,19,17,1.027778
7797,0.38,77,33,20,13,1.045455
7798,0.01,77,27,14,13,1.12963
7799,0.38,77,26,13,13,1.057692
7800,0.01,77,25,18,7,1.053333
7801,0.38,77,29,17,12,1.051724
7802,0.33,77,32,16,16,1.046875
7803,0.33,77,30,19,11,1.061111
7804,0.01,77,25,14,11,1.013333
7805,0.95,77,31,10,21,1.301075
7806,0.95,77,29,12,17,1.218391
7807,0.38,77,27,16,11,1.037037
7808,0.38,77,28,14,14,1.053571
7809,0.38,77,26,13,13,1.019231
7810,0.38,77,26,12,14,1.057692
7811,0.33,77,31,21,10,1.048387
7812,0.38,77,29,13,16,1.017241
7813,0.38,77,30,15,15,1.044444
7814,0.38,77,26,12,14,1.038462
7815,0.38,77,30,14,16,1.016667
7816,0.87,77,24,8,16,1.118056
7817,0.38,77,28,10,18,1.035714
7818,0.95,77,26,9,17,1.134615
7819,0.38,77,27,14,13,1.0
7820,0.38,77,31,19,12,1.016129
7821,0.38,77,29,17,12,1.028736
7822,0.38,77,27,14,13,1.037037
7823,0.38,77,31,17,14,1.091398
7824,0.38,77,28,12,16,1.10119
7825,0.38,77,27,11,16,1.012346
7826,0.87,77,21,8,13,1.15873
7827,0.38,77,26,12,14,1.038462
7828,0.38,77,24,14,10,1.0
7829,0.87,77,25,14,11,1.08
7830,0.87,77,30,14,16,1.172222
7831,0.38,77,27,10,17,1.018519
7832,0.38,77,28,13,15,1.089286
7833,0.87,77,26,7,19,1.121795
7834,0.87,77,25,8,17,1.226667
7835,0.38,77,28,14,14,1.047619
7836,0.38,77,26,15,11,1.057692
7837,0.38,77,29,16,13,1.017241
7838,0.87,77,27,9,18,1.154321
7839,0.38,77,29,17,12,1.045977
7840,0.38,77,30,17,13,1.027778
7841,0.87,77,30,10,20,1.105556
7842,0.38,77,23,11,12,1.0
7843,0.38,77,25,13,12,1.093333
7844,0.33,77,26,15,11,1.032051
7845,0.38,77,31,18,13,1.05914
7846,0.38,77,28,18,10,1.083333
7847,0.38,77,25,10,15,1.02
7848,0.38,77,29,13,16,1.068966
7849,0.87,77,25,9,16,1.073333
7850,0.38,77,28,12,16,1.035714
7851,0.38,77,24,12,12,1.055556
7852,0.38,77,23,10,13,1.043478
7853,0.38,77,29,15,14,1.045977
7854,0.38,77,25,14,11,1.0
7855,0.84,77,32,12,20,1.109375
7856,0.38,77,28,13,15,1.083333
7857,0.38,77,29,14,15,1.0
7858,0.01,77,26,14,12,1.115385
7859,0.38,77,25,12,13,1.06
7860,0.38,77,31,16,15,1.016129
7861,0.87,77,30,13,17,1.066667
7862,0.01,77,26,17,9,1.038462
7863,0.38,77,25,15,10,1.02
7864,0.87,77,30,12,18,1.133333
7865,0.38,77,22,13,9,1.045455
7866,0.38,77,33,18,15,1.040404
7867,0.01,77,26,14,12,1.115385
7868,0.01,77,27,13,14,1.0
7869,0.38,77,29,13,16,1.063218
7870,0.87,77,22,7,15,1.060606
7871,0.84,77,31,13,18,1.075269
7872,0.38,77,23,13,10,1.101449
7873,0.33,77,29,15,14,1.028736
7874,0.38,77,28,14,14,1.017857
7875,0.01,77,31,20,11,1.107527
7876,0.87,77,35,14,21,1.090476
7877,0.95,77,31,7,24,1.247312
7878,0.38,77,35,15,20,1.014286
7879,0.38,77,28,9,19,1.083333
7880,0.38,77,29,13,16,1.068966
7881,0.95,77,28,8,20,1.279762
7882,0.38,77,35,22,13,1.028571
7883,0.38,77,27,17,10,1.055556
7884,0.87,77,28,10,18,1.113095
7885,0.38,77,29,14,15,1.011494
7886,0.38,77,29,17,12,1.086207
7887,0.87,77,23,10,13,1.108696
7888,0.38,77,28,14,14,1.065476
7889,0.38,77,33,16,17,1.030303
7890,0.38,77,25,14,11,1.073333
7891,0.38,77,24,14,10,1.034722
7892,0.38,77,32,13,19,1.046875
7893,0.95,77,25,5,20,1.093333
7894,0.87,77,26,12,14,1.083333
7895,0.38,77,29,15,14,1.017241
7896,0.38,77,26,13,13,1.019231
7897,0.87,77,28,11,17,1.190476
7898,0.38,77,25,13,12,1.113333
7899,0.38,77,27,15,12,1.123457
7900,0.38,77,25,13,12,1.033333
7901,0.87,77,24,9,15,1.069444
7902,0.38,77,29,19,10,1.045977
7903,0.33,77,26,16,10,1.032051
7904,0.38,77,26,16,10,1.038462
7905,0.38,77,29,13,16,1.045977
7906,0.38,77,27,16,11,1.037037
7907,0.38,77,24,16,8,1.076389
7908,0.38,77,32,16,16,1.057292
7909,0.38,77,31,15,16,1.010753
7910,0.95,77,28,7,21,1.279762
7911,0.38,77,33,14,19,1.075758
7912,0.38,77,27,14,13,1.030864
7913,0.38,77,24,9,15,1.041667
7914,0.38,77,25,14,11,1.04
7915,0.01,77,29,16,13,1.132184
7916,0.38,77,32,14,18,1.03125
7917,0.38,77,32,18,14,1.041667
7918,0.38,77,28,14,14,1.047619
7919,0.38,77,27,13,14,1.0
7920,0.38,77,31,15,16,1.032258
7921,0.87,77,28,10,18,1.136905
7922,0.38,77,30,13,17,1.044444
7923,0.38,77,27,14,13,1.104938
7924,0.38,77,33,17,16,1.030303
7925,0.38,77,30,15,15,1.011111
7926,0.38,77,28,15,13,1.035714
7927,0.33,77,24,15,9,1.104167
7928,0.38,77,29,16,13,1.017241
7929,0.38,77,32,16,16,1.026042
7930,0.38,77,28,17,11,1.053571
7931,0.33,77,32,20,12,1.078125
7932,0.38,77,23,11,12,1.065217
7933,0.87,77,31,12,19,1.053763
7934,0.01,77,29,17,12,1.103448
7935,0.38,77,27,14,13,1.067901
7936,0.38,77,26,15,11,1.057692
7937,0.38,77,26,13,13,1.038462
7938,0.38,77,28,13,15,1.089286
7939,0.38,77,30,14,16,1.066667
7940,0.38,77,31,14,17,1.043011
7941,0.38,77,28,14,14,1.089286
7942,0.01,77,29,16,13,1.12069
7943,0.38,77,30,17,13,1.044444
7944,0.87,77,34,11,23,1.053922
7945,0.38,77,28,13,15,1.119048
7946,0.38,77,29,20,9,1.034483
7947,0.01,77,27,15,12,1.148148
7948,0.38,77,28,11,17,1.089286
7949,0.84,77,30,12,18,1.127778
7950,0.38,77,29,17,12,1.08046
7951,0.38,77,25,14,11,1.06
7952,0.38,77,24,13,11,1.020833
7953,0.38,77,28,17,11,1.035714
7954,0.38,77,26,13,13,1.012821
7955,0.95,77,31,10,21,1.150538
7956,0.38,77,24,14,10,1.013889
7957,0.87,77,25,7,18,1.073333
7958,0.38,77,32,15,17,1.104167
7959,0.38,77,30,18,12,1.016667
7960,0.38,77,26,10,16,1.057692
7961,0.95,77,33,7,26,1.217172
7962,0.38,77,28,13,15,1.083333
7963,0.38,77,28,13,15,1.035714
7964,0.87,77,28,12,16,1.083333
7965,0.38,77,28,12,16,1.017857
7966,0.33,77,30,13,17,1.05
7967,0.95,77,30,12,18,1.222222
7968,0.38,77,28,17,11,1.053571
7969,0.01,77,28,19,9,1.017857
7970,0.38,77,31,17,14,1.05914
7971,0.38,77,31,16,15,1.026882
7972,0.38,77,29,18,11,1.045977
7973,0.33,77,27,17,10,1.030864
7974,0.38,77,24,12,12,1.0
7975,0.87,77,27,11,16,1.08642
7976,0.84,77,26,14,12,1.032051
7977,0.38,77,28,17,11,1.047619
7978,0.87,77,28,11,17,1.202381
7979,0.38,77,33,15,18,1.0
7980,0.38,77,27,14,13,1.074074
7981,0.38,77,31,15,16,1.048387
7982,0.38,77,26,17,9,1.057692
7983,0.33,77,29,17,12,1.103448
7984,0.87,77,23,6,17,1.115942
7985,0.33,77,29,15,14,1.034483
7986,0.01,77,30,20,10,1.127778
7987,0.87,77,31,11,20,1.182796
7988,0.87,77,27,11,16,1.141975
7989,0.38,77,28,15,13,1.065476
7990,0.01,77,25,18,7,1.173333
7991,0.38,77,25,14,11,1.013333
7992,0.38,77,28,13,15,1.035714
7993,0.38,77,32,19,13,1.046875
7994,0.01,77,29,18,11,1.114943
7995,0.87,77,26,9,17,1.198718
7996,0.33,77,28,16,12,1.035714
7997,0.95,77,32,10,22,1.125
7998,0.33,77,30,18,12,1.061111
7999,0.38,77,25,12,13,1.093333
8000,0.38,77,25,14,11,1.04
8001,0.01,77,28,20,8,1.047619
8002,0.38,77,28,13,15,1.011905
8003,0.38,77,25,12,13,1.0
8004,0.38,77,26,12,14,1.057692
8005,0.38,77,31,17,14,1.048387
8006,0.38,77,29,15,14,1.017241
8007,0.38,77,28,12,16,1.017857
8008,0.38,77,30,15,15,1.077778
8009,0.38,77,25,11,14,1.02
8010,0.33,77,28,14,14,1.011905
8011,0.38,77,31,18,13,1.048387
8012,0.38,77,25,16,9,1.013333
8013,0.33,77,31,14,17,1.032258
8014,0.87,77,28,9,19,1.172619
8015,0.38,77,30,16,14,1.083333
8016,0.38,77,30,15,15,1.027778
8017,0.87,77,28,6,22,1.136905
8018,0.01,77,27,18,9,1.018519
8019,0.33,77,25,14,11,1.013333
8020,0.38,77,27,13,14,1.067901
8021,0.38,77,29,18,11,1.017241
8022,0.38,77,26,16,10,1.070513
8023,0.38,77,28,14,14,1.035714
8024,0.38,77,29,12,17,1.051724
8025,0.95,77,25,9,16,1.106667
8026,0.38,77,23,10,13,1.0
8027,0.38,77,32,15,17,1.026042
8028,0.38,77,30,15,15,1.05
8029,0.87,77,25,8,17,1.113333
8030,0.38,77,24,17,7,1.034722
8031,0.38,77,30,14,16,1.011111
8032,0.01,77,28,20,8,1.136905
8033,0.87,77,28,8,20,1.154762
8034,0.87,77,29,11,18,1.063218
8035,0.95,77,24,10,14,1.270833
8036,0.95,77,25,7,18,1.166667
8037,0.38,77,26,14,12,1.057692
8038,0.87,77,25,7,18,1.073333
8039,0.87,77,26,7,19,1.134615
8040,0.38,77,29,16,13,1.045977
8041,0.38,77,28,15,13,1.011905
8042,0.38,77,30,13,17,1.061111
8043,0.87,77,29,14,15,1.091954
8044,0.38,77,24,10,14,1.041667
8045,0.38,77,30,15,15,1.016667
8046,0.38,77,28,13,15,1.011905
8047,0.33,77,26,14,12,1.038462
8048,0.38,77,28,17,11,1.071429
8049,0.38,77,25,13,12,1.02
8050,0.38,77,30,12,18,1.016667
8051,0.33,77,26,15,11,1.038462
8052,0.01,77,31,20,11,1.107527
8053,0.38,77,24,11,13,1.0
8054,0.01,77,26,17,9,1.115385
8055,0.38,77,28,13,15,1.071429
8056,0.33,77,30,16,14,1.077778
8057,0.38,77,28,13,15,1.071429
8058,0.38,77,22,9,13,1.022727
8059,0.87,77,28,10,18,1.065476
8060,0.38,77,23,13,10,1.036232
8061,0.38,77,31,15,16,1.064516
8062,0.38,77,30,17,13,1.033333
8063,0.87,77,28,11,17,1.154762
8064,0.33,77,28,15,13,1.071429
8065,0.38,77,28,16,12,1.017857
8066,0.38,77,30,16,14,1.083333
8067,0.87,77,28,13,15,1.130952
8068,0.87,77,33,14,19,1.060606
8069,0.38,77,33,17,16,1.045455
